robot_count,task_complexity,communication_delay,swarm_density,obstacle_density,battery_level,signal_strength,formation_type,terrain_roughness,task_deadline,robot_speed,sensor_range,collision_probability,energy_efficiency,coordination_overhead,mission_success
11,6.7,282.4,1.94,5.0,25.0,-108.8,Random,4.5,234.8,1.61,30.7,0.215,1.45,24.4,1
26,2.7,235.3,1.58,22.0,39.1,-34.7,Circle,9.3,264.4,1.67,1.6,0.306,0.55,23.9,0
19,2.0,24.0,0.64,16.1,19.3,-111.9,Wedge,3.2,116.9,4.73,33.4,0.131,0.51,35.6,0
20,8.3,441.0,2.5,6.5,83.4,-35.1,Wedge,4.3,79.5,2.33,36.8,0.119,0.99,16.3,0
37,6.2,222.2,1.96,9.3,36.7,-45.0,Grid,7.6,232.7,2.89,25.4,0.242,1.35,2.5,1
11,6.6,294.5,3.5,29.0,97.8,-58.7,Line,3.7,244.2,3.76,1.2,0.018,0.75,18.8,0
34,8.0,69.6,4.11,25.5,73.2,-37.9,Random,7.2,169.5,2.17,33.7,0.321,1.19,22.1,1
6,7.3,1.7,2.77,26.4,25.6,-107.5,Line,4.9,269.8,0.97,41.2,0.411,1.05,22.0,0
48,8.5,122.6,0.26,13.8,52.8,-104.1,Line,2.8,290.5,3.44,29.7,0.364,0.79,6.4,1
50,1.5,352.3,3.13,18.7,52.0,-97.3,Random,7.6,146.6,3.5,35.8,0.235,0.79,31.3,1
36,7.7,49.6,0.37,11.3,54.3,-98.0,Circle,1.2,74.6,1.67,5.4,0.283,0.57,29.3,1
45,8.7,454.4,3.12,2.3,58.2,-92.0,Wedge,3.6,160.0,0.66,36.1,0.013,1.04,9.2,1
35,3.6,107.5,3.46,12.0,12.8,-68.2,Random,4.2,297.0,3.49,31.1,0.456,0.95,22.0,1
34,6.8,102.3,1.07,17.8,71.8,-117.5,Wedge,5.1,94.9,3.67,17.2,0.279,0.79,31.6,1
22,3.8,90.8,4.11,8.6,53.8,-85.6,Grid,7.1,189.1,0.62,34.6,0.158,1.47,0.3,1
18,9.6,7.0,4.56,25.4,81.2,-97.8,Line,5.1,211.3,3.62,32.6,0.147,1.32,11.0,1
23,1.3,385.9,4.08,4.5,83.4,-65.4,Grid,6.3,72.0,4.73,30.4,0.33,1.02,18.9,1
49,6.2,437.5,1.6,11.0,30.7,-31.3,Line,6.4,180.7,1.3,10.0,0.292,1.02,33.8,0
38,2.5,307.1,2.97,3.7,14.4,-73.4,Circle,4.4,101.2,2.85,15.5,0.094,0.69,32.0,0
16,7.4,94.1,4.58,12.1,73.3,-81.7,Random,9.4,257.7,3.64,49.6,0.205,1.15,6.0,1
36,2.6,142.6,1.67,1.2,98.0,-86.9,Circle,9.6,217.3,1.54,22.2,0.338,1.45,18.5,1
29,3.1,238.0,4.12,8.2,50.2,-49.4,Line,6.2,249.6,3.88,3.9,0.149,1.4,12.2,1
8,5.4,477.2,0.15,12.0,33.4,-113.5,Grid,1.6,67.9,4.41,45.1,0.255,0.58,16.1,0
33,9.2,123.7,0.12,14.3,24.1,-33.6,Line,5.4,20.0,4.17,9.5,0.127,0.55,21.6,0
12,2.9,365.8,3.82,16.3,35.9,-82.4,Circle,2.7,256.7,1.67,20.8,0.036,1.46,20.0,0
11,2.3,219.7,3.83,8.2,39.5,-91.8,Circle,5.3,122.2,4.12,14.6,0.194,0.7,5.7,1
10,7.8,148.9,3.97,15.7,48.1,-32.3,Grid,2.7,62.1,2.36,48.2,0.366,1.05,4.9,1
15,5.5,228.0,4.66,15.3,69.0,-35.8,Grid,7.3,36.6,1.7,19.5,0.107,0.57,5.2,0
14,9.2,35.6,0.68,9.5,34.6,-62.2,Circle,1.7,159.8,1.26,35.7,0.377,1.34,33.7,0
26,2.3,399.3,1.24,24.9,14.6,-118.3,Line,9.6,53.5,4.59,30.3,0.335,0.62,0.8,0
3,6.8,121.7,4.53,16.4,43.6,-52.6,Line,2.8,174.3,2.42,3.1,0.254,1.14,8.1,0
36,3.1,362.7,0.97,10.0,87.0,-89.8,Random,6.9,220.9,4.4,19.8,0.486,0.56,38.2,0
8,2.4,34.2,3.44,28.4,54.9,-85.1,Circle,9.3,165.2,1.22,20.1,0.442,0.66,2.6,0
22,7.2,477.5,2.7,25.4,96.8,-105.7,Random,3.2,272.1,3.95,49.5,0.282,1.01,1.5,1
19,6.3,96.5,0.51,29.5,55.3,-72.9,Circle,9.4,55.1,1.0,40.8,0.279,0.55,15.5,0
4,7.8,441.4,1.5,20.8,34.8,-53.0,Random,4.5,153.2,0.58,43.0,0.139,0.7,6.0,0
43,3.8,404.7,2.65,11.3,27.4,-95.4,Wedge,9.6,57.3,4.98,16.4,0.46,0.64,22.6,0
40,5.0,483.9,4.28,8.4,72.5,-35.5,Line,9.7,264.0,0.83,17.1,0.448,0.54,13.5,0
42,4.6,238.9,3.57,19.9,58.3,-102.5,Line,2.7,280.3,2.58,26.3,0.371,1.47,8.4,1
50,9.9,363.7,3.15,29.4,64.4,-114.0,Wedge,8.5,126.0,4.45,31.9,0.064,0.95,39.9,1
12,3.6,185.4,2.53,18.8,78.0,-62.0,Grid,2.7,98.7,4.19,36.7,0.352,1.36,13.6,1
40,3.7,92.2,1.56,26.4,75.3,-43.6,Wedge,3.0,91.0,2.62,41.2,0.127,0.86,25.6,1
25,4.2,221.5,0.68,9.9,13.9,-34.2,Line,1.8,259.3,3.25,43.8,0.094,0.54,35.0,0
47,6.1,82.9,2.1,12.2,82.2,-51.0,Circle,2.4,207.9,3.33,2.2,0.38,1.2,36.9,1
20,3.3,491.0,0.24,27.2,57.9,-102.0,Random,6.7,265.4,0.99,40.0,0.48,0.54,16.4,0
5,9.2,48.1,1.13,22.7,45.3,-32.0,Line,5.0,44.1,1.78,30.9,0.054,1.05,39.0,0
27,3.4,294.6,2.22,29.4,58.4,-37.3,Wedge,8.1,148.0,1.85,27.1,0.082,0.64,29.0,0
39,9.1,313.2,2.15,23.2,65.1,-105.3,Circle,4.0,206.1,2.2,31.8,0.11,1.17,23.3,1
43,1.9,269.0,0.32,13.5,23.5,-69.7,Line,9.7,270.2,1.73,44.2,0.481,1.39,27.7,0
33,6.9,331.1,2.99,15.9,47.6,-70.0,Wedge,1.4,120.8,1.63,27.7,0.348,1.46,14.4,1
40,9.2,58.1,2.79,27.0,40.2,-80.2,Line,1.6,100.8,2.1,8.9,0.339,1.03,17.0,1
46,2.5,277.5,0.48,16.5,41.5,-31.4,Wedge,7.3,274.8,2.21,22.4,0.253,1.03,23.5,0
47,9.7,143.6,4.72,7.7,18.2,-114.6,Wedge,9.0,23.8,2.69,46.3,0.269,0.54,13.1,1
37,5.1,470.1,0.59,13.1,24.4,-63.6,Line,8.2,149.1,1.28,40.9,0.145,1.27,30.8,0
41,9.5,381.0,4.29,15.5,24.6,-101.5,Circle,5.4,143.0,4.05,10.9,0.077,1.46,10.0,1
38,7.1,486.3,0.1,2.9,43.6,-72.5,Line,3.4,52.4,4.37,36.0,0.39,0.94,31.9,0
34,3.7,18.8,4.42,22.3,90.5,-49.8,Line,1.1,124.5,1.62,13.6,0.235,1.29,6.1,1
37,2.7,142.6,0.2,3.3,28.5,-97.8,Circle,5.6,219.6,1.05,18.1,0.128,1.3,8.7,1
4,3.7,97.7,3.81,12.1,47.5,-84.6,Line,5.3,116.4,3.75,24.0,0.316,1.29,30.1,0
10,1.8,5.6,1.87,24.1,38.0,-34.4,Random,4.1,99.8,4.66,22.6,0.105,1.26,10.5,1
9,2.3,121.2,3.72,14.0,80.9,-51.5,Random,6.2,236.7,0.66,2.4,0.244,0.72,31.8,0
34,1.9,339.4,2.07,25.3,14.5,-68.5,Random,7.6,296.7,0.56,38.9,0.095,1.25,31.4,0
7,4.8,115.5,0.45,10.3,27.7,-100.0,Wedge,7.3,236.0,1.33,42.5,0.38,0.64,10.3,0
42,8.2,254.5,3.86,28.7,29.0,-81.7,Grid,3.4,255.4,3.58,27.0,0.16,1.21,2.9,1
40,2.3,443.9,0.45,6.3,99.4,-50.3,Line,6.3,282.5,4.84,9.5,0.221,0.5,6.7,0
5,2.2,346.9,4.62,1.1,61.4,-46.2,Grid,2.3,242.5,3.88,13.1,0.377,1.42,30.1,0
14,6.8,197.3,0.35,26.2,22.5,-98.0,Random,2.1,294.3,3.08,7.2,0.33,1.33,33.9,0
50,2.8,186.2,2.45,22.6,34.5,-60.4,Circle,8.1,226.7,3.65,9.3,0.2,1.18,15.3,0
3,1.9,227.9,3.64,7.0,25.1,-111.4,Random,7.2,201.8,1.54,43.9,0.036,0.59,6.6,1
6,2.5,88.5,2.03,29.5,21.2,-117.9,Line,7.9,211.1,3.6,24.5,0.461,1.32,3.0,0
45,9.3,317.0,1.16,15.1,81.7,-70.6,Grid,2.4,271.0,1.95,6.4,0.004,1.38,8.6,1
28,8.4,182.1,3.82,28.5,54.6,-99.8,Grid,9.2,208.1,1.5,13.5,0.367,1.19,39.2,0
33,4.2,426.2,3.94,15.2,66.8,-112.9,Wedge,2.2,230.7,1.56,47.5,0.473,1.48,6.8,1
22,6.9,378.3,4.62,14.2,39.8,-54.3,Circle,8.8,72.6,3.51,26.0,0.153,0.59,3.4,0
9,5.8,305.3,1.94,13.5,59.8,-75.2,Random,4.2,274.7,3.95,26.3,0.038,1.21,31.4,1
39,7.1,182.1,2.58,10.0,33.2,-48.3,Circle,1.9,139.7,3.12,26.8,0.125,1.02,24.6,1
9,7.1,105.0,1.88,16.0,37.7,-60.2,Line,3.6,56.7,0.79,6.5,0.157,0.65,21.4,0
4,6.7,388.1,1.36,13.6,68.7,-54.3,Wedge,2.6,241.9,0.67,48.5,0.226,1.16,17.9,0
45,3.4,243.2,3.78,1.1,23.5,-92.3,Random,5.4,113.4,1.48,5.1,0.263,1.3,28.1,1
4,1.4,112.4,1.76,7.8,65.5,-96.3,Line,9.5,63.4,1.79,35.3,0.363,0.66,27.9,0
23,5.1,97.6,2.2,6.4,86.7,-65.9,Circle,4.0,84.3,2.32,3.8,0.45,1.29,17.0,0
7,9.0,82.7,2.08,26.0,20.8,-102.0,Wedge,6.5,20.1,0.84,22.7,0.232,0.59,9.4,0
3,6.1,388.6,3.59,18.0,90.8,-46.6,Random,9.0,36.3,3.76,45.1,0.373,1.09,33.7,0
24,8.5,114.5,4.6,22.9,17.2,-72.9,Circle,6.7,181.9,3.7,38.7,0.064,1.3,6.6,1
45,9.9,263.3,3.37,28.7,41.4,-99.6,Random,4.3,261.2,2.06,17.4,0.164,0.65,21.4,1
3,2.5,225.8,2.41,19.3,64.9,-63.7,Wedge,9.9,140.1,3.03,28.0,0.059,1.07,27.7,0
39,7.2,289.8,3.92,29.5,60.3,-34.9,Wedge,2.7,191.6,0.95,9.1,0.346,0.92,25.6,0
18,7.1,438.6,3.24,9.4,18.7,-112.6,Circle,5.7,244.8,2.37,47.8,0.454,1.11,24.8,0
36,9.8,433.9,0.4,5.6,81.9,-110.2,Random,8.2,113.5,4.36,35.7,0.445,0.92,26.5,1
35,9.9,225.5,0.57,12.1,97.6,-44.1,Grid,1.0,199.8,3.47,19.3,0.163,0.75,35.0,1
24,7.2,7.7,0.29,14.1,26.3,-110.1,Line,7.3,111.6,0.97,16.6,0.117,0.75,14.6,0
31,3.2,213.2,2.34,26.9,90.6,-116.5,Wedge,3.4,196.4,4.31,12.7,0.137,1.36,25.1,1
9,8.2,303.1,4.15,16.8,60.1,-88.7,Random,2.5,73.1,3.56,39.5,0.144,0.66,27.9,1
23,2.0,278.9,1.63,8.8,94.2,-78.0,Circle,3.5,293.6,2.54,22.3,0.041,0.62,23.6,1
45,8.0,325.7,1.98,22.3,25.8,-68.8,Circle,9.7,32.1,3.61,17.2,0.067,0.6,36.1,0
37,9.2,77.0,4.56,15.2,81.3,-74.3,Wedge,9.0,156.5,1.28,45.4,0.107,0.57,26.2,1
6,4.4,323.3,4.2,4.9,15.4,-37.8,Wedge,2.9,93.0,2.98,8.4,0.004,0.51,17.0,0
14,6.7,91.3,3.36,17.3,89.5,-50.8,Grid,2.1,184.2,3.28,13.9,0.024,0.66,33.8,1
30,4.9,375.3,1.41,27.3,70.7,-31.5,Circle,4.3,134.2,4.67,17.9,0.349,0.69,19.6,0
32,4.9,169.5,0.67,25.3,43.3,-77.1,Random,6.3,98.9,0.8,13.7,0.31,0.77,21.2,0
48,3.8,354.9,0.18,17.6,27.1,-112.4,Line,8.8,82.5,2.19,29.7,0.473,0.62,23.3,0
17,7.9,23.9,0.62,11.3,83.5,-34.0,Line,9.7,62.9,4.72,30.5,0.201,0.59,12.9,0
43,9.4,203.9,1.53,2.6,64.3,-119.6,Grid,7.8,237.0,1.48,3.7,0.222,1.04,28.9,1
31,9.5,352.5,2.8,14.1,42.4,-50.2,Random,6.4,74.4,4.16,8.1,0.034,1.22,3.9,1
17,2.6,113.4,0.41,22.6,49.9,-117.2,Line,2.3,234.3,0.51,10.7,0.076,1.13,34.8,0
13,8.9,397.6,0.77,10.8,84.4,-51.5,Line,1.7,150.7,0.62,4.4,0.346,1.06,30.2,0
18,7.6,315.4,0.99,7.1,40.5,-35.6,Random,6.4,30.9,1.97,7.1,0.118,0.94,14.1,0
17,3.3,293.8,3.2,27.9,18.1,-85.0,Random,5.9,58.0,3.96,12.7,0.387,1.13,9.1,0
13,1.6,176.8,3.12,24.6,92.0,-98.3,Wedge,8.6,268.9,0.97,17.9,0.353,1.4,15.5,0
9,3.4,241.2,2.8,19.1,44.9,-99.6,Line,3.9,184.8,2.22,39.8,0.374,1.13,32.2,0
21,9.2,298.7,1.33,4.1,41.4,-75.7,Line,1.4,63.5,1.09,11.7,0.345,0.56,1.3,0
4,6.7,236.2,1.92,4.3,28.4,-104.6,Grid,4.8,214.1,1.51,33.8,0.354,1.07,18.7,0
17,7.5,349.2,0.57,3.1,90.8,-59.4,Wedge,9.7,248.7,2.76,3.8,0.273,1.02,10.2,0
31,3.3,216.8,1.21,18.5,29.6,-86.8,Wedge,8.2,105.9,1.94,33.3,0.339,0.95,35.0,0
46,7.5,101.1,4.5,3.5,67.3,-90.9,Line,1.3,171.4,1.45,39.9,0.263,1.07,16.6,1
24,1.3,107.0,4.9,25.3,89.3,-78.5,Circle,8.9,95.1,2.27,30.6,0.103,1.17,27.9,1
29,4.4,2.9,3.27,29.8,13.1,-71.2,Circle,5.2,33.2,3.65,10.9,0.109,0.54,14.3,0
41,6.6,150.5,4.59,11.0,84.6,-107.2,Random,4.3,125.9,1.04,17.2,0.203,0.98,13.2,1
6,2.3,374.5,3.25,13.6,47.0,-56.3,Wedge,4.1,227.9,2.66,40.5,0.007,1.32,13.0,0
21,8.4,397.1,0.26,21.4,69.2,-40.5,Line,6.4,143.0,1.74,22.2,0.445,1.03,27.1,0
41,3.1,101.2,4.98,28.1,43.5,-95.0,Line,5.8,127.5,2.2,13.5,0.134,0.57,38.6,0
45,6.9,479.5,0.58,26.8,72.6,-103.8,Line,6.9,116.1,4.2,46.7,0.026,1.28,8.3,1
2,4.6,251.2,3.44,1.7,32.9,-51.6,Grid,6.2,143.1,4.68,32.2,0.212,1.44,25.8,0
31,6.4,458.5,1.34,5.1,12.0,-103.5,Circle,2.3,102.3,1.59,40.5,0.408,1.35,10.6,0
22,2.0,353.4,2.02,22.6,95.3,-116.3,Grid,3.3,187.5,3.33,2.2,0.199,0.86,22.0,0
21,1.2,361.2,3.27,20.7,11.5,-64.3,Line,8.6,28.4,3.55,17.6,0.131,1.03,21.7,0
7,9.2,42.5,2.24,4.0,84.2,-98.4,Line,7.0,244.1,4.29,23.5,0.272,1.09,18.0,1
23,3.4,110.0,1.33,15.1,25.2,-104.5,Wedge,5.0,60.2,4.55,29.8,0.287,1.22,19.9,1
19,8.4,4.4,1.74,23.4,45.3,-31.7,Wedge,2.6,193.7,2.61,10.3,0.38,1.17,35.2,0
9,10.0,358.1,1.77,6.6,84.0,-93.7,Circle,1.1,140.5,4.92,25.4,0.4,0.7,3.5,1
40,2.9,172.2,4.8,26.1,28.5,-38.7,Random,3.8,234.3,4.87,34.6,0.353,1.34,33.2,1
33,3.4,393.3,4.01,1.6,87.9,-104.0,Line,1.5,249.6,2.78,17.9,0.002,1.35,18.5,1
34,7.0,169.5,2.35,23.5,54.8,-46.3,Wedge,5.3,69.2,2.94,34.9,0.001,0.9,13.3,1
17,9.7,409.7,1.08,18.5,43.0,-74.8,Circle,8.4,206.4,3.5,20.1,0.489,0.63,7.1,0
13,9.2,65.3,4.07,9.5,69.6,-112.9,Grid,3.6,65.1,2.18,24.0,0.132,1.11,32.6,1
39,5.5,86.7,0.87,21.6,40.7,-54.0,Line,8.6,46.0,3.48,7.6,0.141,0.86,23.7,0
35,8.2,170.4,1.13,23.5,41.3,-39.7,Random,7.3,279.8,2.81,32.9,0.366,1.24,29.1,0
15,2.2,204.2,1.89,28.0,76.0,-105.3,Circle,2.1,57.7,0.66,12.0,0.291,0.82,12.6,0
37,9.8,174.4,4.41,11.0,37.9,-54.7,Random,6.8,76.2,4.34,41.6,0.232,0.76,15.7,1
34,9.7,381.8,0.75,20.6,28.1,-79.9,Line,2.4,47.8,4.73,28.1,0.058,1.37,36.5,0
24,2.5,48.5,0.7,18.1,82.7,-52.2,Circle,6.9,146.4,0.62,28.5,0.041,1.12,38.4,0
46,3.7,175.6,2.52,15.8,82.5,-55.7,Wedge,2.3,276.7,4.05,45.7,0.352,0.59,29.6,1
3,1.9,418.6,1.45,26.7,54.8,-117.6,Random,4.5,86.6,2.24,9.2,0.062,1.19,30.0,0
42,3.4,33.4,2.89,0.1,57.4,-103.9,Grid,6.1,167.1,3.14,27.0,0.218,1.25,27.8,1
22,8.3,471.2,2.31,8.5,72.6,-77.6,Grid,1.5,129.3,2.75,19.7,0.368,0.74,23.5,0
3,4.4,493.2,2.23,16.1,55.8,-36.0,Random,2.4,107.4,2.98,48.3,0.462,1.47,23.8,0
28,1.8,44.3,0.65,5.3,47.5,-89.2,Line,3.9,175.9,2.73,39.8,0.437,0.87,38.6,0
10,4.1,145.6,0.79,27.2,99.5,-63.4,Line,5.2,172.1,4.34,38.1,0.432,1.44,30.0,0
2,9.8,186.2,4.12,19.4,23.3,-118.9,Line,8.7,114.2,3.58,11.0,0.179,0.79,26.2,0
12,6.7,388.2,4.44,14.3,63.3,-56.0,Grid,2.7,256.7,2.36,12.6,0.464,1.11,7.6,0
4,4.7,298.0,1.25,24.4,89.7,-65.7,Grid,4.1,25.4,3.6,2.4,0.342,1.02,39.1,0
24,2.5,322.2,0.66,13.5,71.8,-55.6,Wedge,5.3,34.7,4.84,32.3,0.443,1.49,20.8,0
27,9.9,378.8,0.36,16.8,89.3,-38.6,Line,3.7,297.3,0.86,19.2,0.044,0.91,37.7,0
5,8.4,59.0,3.08,0.1,40.3,-106.8,Grid,6.6,226.8,2.25,16.3,0.02,0.68,28.5,1
19,3.5,416.6,3.61,11.0,34.5,-96.5,Grid,3.3,243.1,4.42,32.2,0.215,1.33,1.6,1
7,1.6,352.8,1.93,4.2,86.6,-30.4,Line,8.0,184.8,3.83,41.6,0.414,0.54,21.6,0
36,1.5,288.7,3.43,20.7,45.5,-105.9,Line,5.5,131.8,4.71,7.5,0.204,1.38,35.7,0
23,2.1,444.9,3.59,14.4,73.9,-55.1,Grid,1.8,192.5,0.68,46.0,0.442,0.61,2.1,0
44,6.2,350.2,4.68,9.1,23.3,-54.7,Random,6.6,36.8,4.38,2.7,0.117,1.07,34.7,0
16,9.4,100.8,0.42,14.0,78.0,-58.5,Grid,6.1,229.8,4.06,5.7,0.02,1.21,24.5,1
23,5.5,214.9,1.04,6.3,59.4,-99.5,Wedge,4.0,166.8,4.17,42.1,0.381,0.84,1.8,1
38,8.6,247.0,0.44,27.8,34.2,-100.6,Circle,1.1,287.5,3.19,25.1,0.313,1.34,14.9,1
43,5.0,27.6,4.35,1.6,54.5,-60.0,Line,2.8,194.9,0.73,47.0,0.22,1.09,1.2,1
13,7.4,477.3,3.98,26.0,72.7,-103.2,Wedge,4.7,54.0,2.93,23.6,0.423,0.9,0.1,0
48,7.6,64.3,2.92,15.3,11.1,-60.5,Random,2.8,148.5,2.33,46.4,0.412,0.83,35.9,1
50,2.6,348.7,0.51,18.6,67.4,-75.7,Circle,6.2,26.8,2.87,12.7,0.162,0.61,29.9,0
43,4.3,253.1,1.44,9.1,58.7,-85.2,Grid,7.4,226.2,3.83,31.2,0.419,1.14,11.6,1
39,6.7,12.8,1.56,29.0,29.8,-93.0,Line,8.7,155.5,3.18,49.7,0.173,0.86,4.5,1
19,1.6,462.4,2.85,8.5,77.8,-34.7,Grid,6.8,117.2,1.82,19.4,0.311,0.82,2.2,0
46,4.3,425.9,1.36,17.7,37.3,-74.3,Wedge,7.2,290.9,3.2,1.1,0.096,1.45,36.7,0
36,5.8,262.1,0.46,29.8,34.9,-69.5,Line,6.5,282.8,0.87,4.1,0.132,0.77,25.0,0
31,10.0,114.5,3.68,26.4,52.4,-34.6,Grid,9.9,286.3,0.52,43.1,0.224,1.38,6.4,1
25,5.3,60.8,1.57,16.1,70.9,-61.2,Line,3.3,74.1,2.31,25.1,0.157,1.47,27.3,1
43,8.3,181.7,2.32,29.7,93.6,-33.8,Wedge,3.4,221.3,3.91,27.3,0.065,1.32,40.0,1
31,4.9,127.7,0.73,21.0,22.7,-110.4,Grid,2.1,284.2,4.2,40.2,0.241,0.52,31.5,1
15,8.2,253.3,4.03,6.3,45.7,-43.8,Circle,5.4,175.6,2.97,40.8,0.256,1.37,17.9,1
7,6.4,483.2,2.87,12.2,16.0,-89.8,Random,1.9,72.1,4.41,24.4,0.079,0.71,32.6,0
4,9.0,287.5,4.52,10.0,78.3,-47.1,Grid,3.4,247.2,1.07,43.0,0.087,0.85,29.8,1
17,4.7,445.0,2.53,10.3,50.3,-43.0,Line,5.3,265.2,4.84,24.0,0.015,1.49,3.5,1
8,6.4,325.4,4.71,22.8,73.6,-95.6,Grid,9.6,213.9,4.65,34.1,0.015,0.9,37.0,1
15,6.7,237.6,4.47,17.5,39.0,-83.2,Line,9.7,95.1,3.2,2.6,0.179,1.15,35.4,0
10,4.8,427.3,2.92,1.1,86.0,-54.7,Wedge,7.7,65.3,0.76,7.8,0.073,0.81,23.6,0
16,2.3,235.7,4.68,26.3,58.1,-111.1,Random,4.5,191.0,2.54,42.7,0.46,0.87,20.3,1
22,1.8,434.3,1.68,8.9,94.9,-52.0,Line,8.8,150.0,1.31,16.3,0.1,1.1,9.1,0
36,1.2,145.8,1.89,29.9,17.1,-110.1,Grid,8.9,203.9,3.33,17.4,0.033,1.45,33.4,0
3,8.9,64.4,0.32,28.6,56.3,-37.7,Wedge,9.2,42.4,1.35,33.5,0.202,0.78,17.3,0
28,3.1,427.7,2.99,28.2,79.0,-95.1,Circle,6.8,49.4,2.67,30.0,0.096,0.75,23.2,0
3,2.9,293.7,3.64,24.3,64.0,-68.2,Grid,2.8,115.2,1.43,5.0,0.031,0.53,6.8,0
36,7.6,444.5,3.89,6.6,12.1,-109.5,Random,1.8,85.0,1.32,38.5,0.376,0.7,8.6,1
19,3.9,468.9,0.83,16.0,97.5,-95.7,Wedge,9.2,189.6,1.62,31.2,0.279,0.76,39.4,0
15,5.6,26.8,2.28,6.7,36.8,-83.6,Grid,1.5,116.6,0.63,42.9,0.029,0.56,19.8,1
21,2.5,250.5,0.97,7.8,32.4,-76.2,Line,3.7,208.4,3.72,27.2,0.234,1.06,32.6,0
19,9.6,187.5,3.34,18.3,53.7,-120.0,Line,5.4,233.0,1.88,21.3,0.019,0.63,33.2,1
11,8.7,312.9,0.87,1.2,58.8,-40.0,Line,1.2,64.3,3.64,19.2,0.177,1.01,39.3,0
26,8.8,396.8,4.53,29.1,79.0,-119.3,Grid,9.2,276.7,3.44,1.2,0.182,0.69,39.3,0
3,4.7,140.3,1.23,27.6,45.4,-50.4,Random,3.6,238.3,0.8,2.9,0.411,1.44,18.3,0
26,7.9,278.4,1.53,11.4,49.6,-77.6,Line,1.3,191.8,1.9,7.4,0.368,0.81,38.0,0
34,2.3,354.4,4.27,15.5,58.1,-72.9,Grid,9.9,273.6,3.05,46.5,0.448,0.59,14.6,0
37,1.1,67.2,2.35,14.0,45.5,-101.3,Grid,3.8,87.1,4.63,44.2,0.07,1.34,24.3,1
32,1.2,407.0,0.22,26.5,92.3,-65.3,Random,8.9,132.3,2.31,25.4,0.267,0.9,32.9,0
15,6.3,303.1,2.52,20.7,86.6,-71.6,Wedge,5.1,34.9,2.77,9.8,0.01,1.32,36.6,0
2,5.1,474.8,0.51,8.3,50.9,-105.2,Wedge,7.0,142.3,3.88,8.2,0.413,0.81,21.0,0
47,5.7,169.8,4.93,13.4,10.0,-98.6,Grid,3.2,156.9,4.11,13.6,0.183,1.0,16.7,1
17,1.1,54.1,2.98,12.9,91.1,-114.0,Wedge,5.5,188.7,4.66,45.5,0.035,0.95,29.1,1
47,4.8,253.3,1.36,28.8,21.2,-114.0,Circle,3.3,28.6,2.74,26.6,0.162,1.06,18.2,1
4,7.5,42.9,2.86,5.3,32.0,-118.8,Random,9.6,19.4,1.37,40.4,0.143,0.9,26.9,1
36,5.0,484.8,0.48,2.7,23.7,-100.2,Grid,1.5,131.8,3.94,25.8,0.383,1.0,32.2,0
42,7.6,19.3,4.02,26.4,26.2,-58.8,Wedge,3.5,64.8,1.07,30.9,0.063,1.18,33.6,1
7,3.1,376.8,4.63,26.9,82.3,-91.5,Wedge,9.0,230.0,2.38,30.9,0.278,0.91,10.2,0
26,8.3,262.6,4.38,26.2,62.2,-89.2,Random,5.3,203.9,3.33,2.5,0.397,1.18,22.9,0
14,6.3,184.3,1.77,15.3,96.0,-108.1,Line,6.4,104.5,3.61,22.8,0.37,1.21,1.0,1
35,2.9,32.9,1.7,19.8,30.8,-68.2,Wedge,6.9,23.3,3.8,43.3,0.468,1.25,31.9,0
9,3.1,311.1,0.27,16.9,53.7,-89.2,Random,1.6,62.9,1.37,25.0,0.0,0.97,5.0,0
22,6.7,292.6,3.29,2.1,98.0,-59.1,Line,1.2,210.6,4.92,22.3,0.177,0.5,34.9,1
35,8.5,140.4,2.72,17.9,84.4,-53.3,Grid,9.4,297.1,1.3,26.8,0.185,1.25,16.3,1
5,4.7,455.1,2.35,0.4,75.6,-67.4,Line,3.4,104.7,0.93,19.7,0.017,1.41,6.7,0
26,3.3,152.1,4.55,9.7,27.0,-95.2,Wedge,4.4,242.6,3.49,26.3,0.409,1.15,31.8,0
16,8.8,224.9,0.92,28.0,79.2,-74.2,Grid,7.1,261.5,4.59,7.6,0.344,1.02,8.0,0
5,7.0,271.9,0.15,9.1,41.3,-97.3,Grid,3.1,24.0,3.02,48.4,0.264,1.06,15.8,1
46,5.0,50.1,0.46,28.2,57.7,-38.7,Line,7.6,275.7,3.18,2.7,0.203,1.14,22.7,0
13,5.4,466.1,1.19,7.5,64.8,-51.0,Grid,5.1,145.2,2.92,24.7,0.448,1.5,14.4,0
33,2.8,187.3,0.26,9.4,64.8,-75.6,Line,8.7,289.6,0.69,11.3,0.132,0.56,7.2,0
33,6.6,40.4,2.56,18.9,75.4,-33.1,Line,3.5,166.2,3.57,3.9,0.167,0.52,16.2,1
29,4.2,193.6,1.64,22.8,69.6,-70.8,Line,2.8,78.2,2.11,32.9,0.476,1.46,5.8,0
14,10.0,300.1,0.98,15.0,16.2,-90.4,Random,8.5,292.7,4.71,49.3,0.032,0.94,28.8,1
32,5.3,256.8,3.78,26.5,51.2,-111.4,Wedge,3.9,80.6,1.34,37.7,0.39,1.11,6.9,1
15,5.4,347.3,1.1,1.2,69.8,-71.1,Grid,4.7,265.9,1.86,13.4,0.359,1.25,19.3,0
21,6.1,27.7,3.47,27.7,36.6,-42.6,Circle,8.1,60.2,2.77,25.2,0.451,1.24,22.4,0
